latitude,longitude,speed_kmh,time_of_day,distance_from_corridor,is_anomaly
25.333548,91.763263,16.0,10,17.6,0
25.547162,91.874653,14.9,14,30.3,0
25.419446,91.810782,23.7,15,2.1,0
25.297016,91.744476,18.6,8,32.4,0
25.365877,91.781372,48.7,14,32.0,0
25.546519,91.874852,28.4,12,86.3,0
25.548366,91.87521,18.1,9,14.0,0
25.307339,91.748319,31.1,7,49.1,0
25.52727,91.864275,22.9,8,65.5,0
25.374383,91.784843,21.1,11,90.1,0
25.327123,91.759916,60.0,9,39.2,0
25.499253,91.853527,24.4,13,18.0,0
25.412766,91.80687,21.7,15,21.6,0
25.358417,91.776968,8.7,14,6.7,0
25.440414,91.822243,6.7,15,20.4,0
25.562233,91.88226,60.0,11,114.0,0
25.406656,91.802659,11.5,12,101.1,0
25.48491,91.84743,24.1,10,25.0,0
25.552462,91.87819,21.6,17,61.6,0
25.289518,91.740092,17.2,13,70.1,0
25.513856,91.859808,13.5,13,27.4,0
25.517892,91.861648,20.8,9,50.7,0
25.48871,91.849467,42.9,10,17.9,0
25.523612,91.863388,17.3,17,5.8,0
25.448223,91.827281,12.6,15,47.7,0
25.555969,91.878747,56.3,14,87.4,0
25.442069,91.825142,22.6,7,172.2,0
25.396063,91.797944,13.6,14,12.7,0
25.404346,91.802434,26.0,10,1.9,0
25.498144,91.85311,14.8,9,15.3,0
25.276422,91.735085,18.5,15,19.8,0
25.347716,91.770674,18.8,13,27.2,0
25.49528,91.852784,42.3,18,69.4,0
25.298116,91.744668,32.6,8,1.6,0
25.409475,91.805277,15.9,14,1.3,0
25.547012,91.87433,28.2,8,8.2,0
25.359065,91.776287,23.0,9,94.5,0
25.503482,91.855572,35.3,9,18.6,0
25.328427,91.760475,26.0,15,23.2,0
25.321496,91.756161,52.5,10,21.9,0
25.432948,91.818623,20.4,10,31.0,0
25.557387,91.879953,23.6,15,54.3,0
25.386602,91.7927,26.5,14,13.9,0
25.455953,91.830917,20.1,8,16.4,0
25.503338,91.854784,27.9,10,57.0,0
25.540277,91.870528,20.1,15,34.3,0
25.553283,91.877975,8.1,11,6.2,0
25.359292,91.776772,16.7,9,59.6,0
25.286031,91.747264,1.0,4,817.2,1
25.333124,91.764109,29.5,13,122.9,0
25.32982,91.761209,19.1,11,19.3,0
25.551121,91.877681,16.1,9,90.5,0
25.317842,91.754708,21.2,12,34.1,0
25.365638,91.765983,19.9,3,1452.5,1
25.456392,91.831171,7.2,8,15.4,0
25.382009,91.789391,60.0,10,59.8,0
25.426536,91.815856,38.7,9,108.4,0
25.493127,91.850841,14.6,8,42.4,0
25.292912,91.740258,17.3,13,300.0,1
25.536118,91.86835,2.6,16,10.0,0
25.539042,91.869762,10.9,15,15.0,0
25.356759,91.775785,22.9,12,18.8,0
25.478516,91.843157,23.4,16,45.0,0
25.469953,91.839597,25.1,15,71.4,0
25.343794,91.769257,10.8,10,47.0,0
25.419863,91.810656,23.8,11,36.9,0
25.326837,91.759592,28.6,15,23.1,0
25.293522,91.742647,22.9,11,6.3,0
25.49658,91.852085,7.9,15,56.5,0
25.30731,91.748577,12.6,13,21.5,0
25.413942,91.807532,14.2,15,20.8,0
25.4381,91.821285,102.6,21,11.5,1
25.318091,91.754534,27.3,8,3.8,0
25.368876,91.78339,11.0,15,66.3,0
25.333701,91.762948,16.7,9,21.3,0
25.427571,91.815371,11.9,13,5.2,0
25.537003,91.869583,10.8,13,80.8,0
25.357929,91.777138,27.3,8,49.7,0
25.349317,91.772138,11.9,15,28.8,0
25.412015,91.807775,17.1,12,107.0,0
25.425003,91.814116,41.7,16,22.0,0
25.564731,91.88523,132.6,4,24.8,1
25.345163,91.770146,18.0,14,59.5,0
25.47959,91.844333,7.5,11,11.3,0
25.505577,91.855814,29.5,14,43.1,0
25.386743,91.793671,35.4,8,100.8,0
25.514401,91.85972,30.3,15,4.2,0
25.461156,91.833942,13.3,13,3.2,0
25.467825,91.837315,7.7,9,35.6,0
25.404558,91.802779,12.3,9,24.0,0
25.421924,91.811798,11.4,12,37.2,0
25.552895,91.877866,24.4,10,5.8,0
25.575429,91.890727,45.4,13,68.3,0
25.300988,91.747764,57.5,9,184.7,0
25.478049,91.843762,37.7,9,39.0,0
25.466971,91.837736,23.8,16,51.5,0
25.45575,91.830762,17.9,9,20.5,0
25.565058,91.885585,24.8,14,39.9,0
25.339088,91.765436,2.4,9,70.4,0
25.347168,91.770361,16.4,8,28.0,0
25.346376,91.77031,14.5,14,9.8,0
25.329095,91.761135,42.6,14,51.2,0
25.340812,91.76749,31.6,14,36.2,0
25.527176,91.865022,26.7,15,15.7,0
25.282692,91.737797,8.8,17,8.7,0
25.272541,91.73303,27.7,13,11.5,0
25.536457,91.868074,27.3,8,52.6,0
25.545687,91.874451,51.7,8,96.1,0
25.358155,91.776973,13.7,14,21.4,0
25.303985,91.747369,24.1,14,7.7,0
25.554339,91.878525,19.7,15,14.7,0
25.55348,91.88769,20.1,1,907.7,1
25.438577,91.821323,11.6,16,10.6,0
25.339859,91.766935,60.0,13,33.7,0
25.478779,91.843776,10.3,11,1.0,0
25.366337,91.780903,17.3,9,38.5,0
25.483576,91.845973,4.7,10,44.6,0
25.480479,91.844969,50.1,15,25.1,0
25.438725,91.82155,17.2,14,3.5,0
25.327265,91.758855,5.8,7,71.7,0
25.481391,91.844837,3.0,11,37.0,0
25.379591,91.789849,7.1,9,115.5,0
25.328276,91.760065,37.2,7,8.6,0
25.398331,91.800222,35.0,16,111.8,0
25.449142,91.828035,29.8,14,71.4,0
25.435508,91.820428,6.9,10,68.2,0
25.50479,91.855886,19.7,7,3.1,0
25.276998,91.735428,41.6,7,28.4,0
25.544539,91.874078,20.0,9,126.8,0
25.367692,91.781873,84.6,13,17.4,1
25.32143,91.756719,40.8,14,35.9,0
25.451098,91.8287,14.2,12,30.3,0
25.331027,91.761438,8.9,14,23.7,0
25.425338,91.814962,18.0,10,86.1,0
25.365611,91.781122,25.7,12,22.1,0
25.494038,91.851108,23.5,12,52.4,0
25.566989,91.886317,21.7,15,1.8,0
25.272677,91.733077,60.0,14,13.0,0
25.434391,91.818822,43.6,17,27.6,0
25.318396,91.754634,36.8,11,3.0,0
25.502178,91.855105,51.0,10,24.2,0
25.388892,91.792748,34.7,14,105.2,0
25.448413,91.827452,29.3,15,54.1,0
25.569948,91.887855,14.3,9,25.9,0
25.421617,91.812578,16.2,16,55.4,0
25.29772,91.743856,14.0,9,62.8,0
25.488986,91.849505,23.5,14,6.6,0
25.295598,91.74395,17.3,10,43.8,0
25.296494,91.743312,9.6,13,61.9,0
25.466776,91.837707,32.0,8,59.3,0
25.536468,91.868126,16.2,12,47.7,0
25.547695,91.874065,5.8,15,56.4,0
25.487467,91.84811,19.1,14,47.0,0
25.529567,91.865882,34.7,18,5.7,0
25.473011,91.840211,24.5,9,34.1,0
25.42201,91.812949,16.3,13,70.2,0
25.537681,91.869073,36.8,15,0.1,0
25.317885,91.754258,24.2,14,11.9,0
25.46757,91.836577,11.8,9,93.6,0
25.434221,91.818939,25.8,16,7.0,0
25.564924,91.884946,16.2,7,13.4,0
25.32261,91.75692,40.1,13,8.3,0
25.395577,91.797561,30.1,12,1.8,0
25.340929,91.76702,14.7,9,15.8,0
25.455931,91.831199,19.1,7,12.3,0
25.577484,91.892234,16.1,10,43.2,0
25.450707,91.829397,7.7,11,119.3,0
25.408918,91.804048,31.8,9,88.2,0
25.554958,91.885914,10.4,11,653.3,1
25.346069,91.770347,20.2,8,30.1,0
25.301465,91.746388,9.8,10,23.2,0
25.512647,91.858509,4.4,10,56.9,0
25.482221,91.845391,15.2,8,28.0,0
25.553316,91.877099,19.1,9,91.5,0
25.310804,91.751079,21.4,14,61.6,0
25.375402,91.78651,28.8,6,17.1,0
25.438258,91.820169,5.6,15,105.6,0
25.343766,91.769021,7.2,14,25.5,0
25.34524,91.768892,17.4,15,66.7,0
25.442911,91.823613,11.5,15,22.1,0
25.300315,91.745843,34.9,13,20.4,0
25.546443,91.874066,23.4,9,15.9,0
25.536017,91.868691,11.6,15,29.4,0
25.396963,91.797975,25.8,10,32.9,0
25.28762,91.739969,27.2,12,4.1,0
25.577008,91.892581,37.0,9,17.3,0
25.572951,91.890486,10.6,10,51.6,0
25.500715,91.853756,9.7,16,54.7,0
25.547345,91.87494,2.8,15,47.1,0
25.530848,91.866939,36.8,11,62.0,0
25.406748,91.802543,57.8,14,117.3,0
25.366206,91.781658,4.7,14,42.1,0
25.455411,91.830717,13.7,10,6.5,0
25.543699,91.872202,40.5,15,3.5,0
25.521568,91.861884,27.7,9,76.8,0
25.400803,91.799783,26.6,8,64.5,0
25.353834,91.773832,24.6,17,50.6,0
25.420959,91.811626,31.7,13,1.8,0
25.484529,91.847941,34.8,10,95.4,0
25.473197,91.839551,36.6,12,108.4,0
25.346484,91.770179,10.2,13,8.7,0
25.428976,91.816245,27.2,15,14.4,0
25.455323,91.830121,32.7,15,59.8,0
25.53068,91.866327,20.8,14,5.7,0
25.509473,91.856955,9.3,13,86.3,0
25.275891,91.734824,18.4,16,17.5,0
25.344169,91.768471,31.1,8,49.8,0
25.310169,91.749676,11.6,11,40.7,0
25.369997,91.782732,10.9,16,58.4,0
25.275928,91.730224,1.1,2,451.1,1
25.347152,91.770441,17.7,14,19.3,0
25.453795,91.830663,33.0,10,75.6,0
25.557464,91.880084,53.0,11,46.3,0
25.456527,91.831663,31.7,9,25.2,0
25.460548,91.834048,16.7,9,40.0,0
25.419646,91.810573,28.7,9,33.2,0
25.327905,91.760218,17.2,10,26.4,0
25.281779,91.737388,20.8,16,8.8,0
25.410974,91.805847,13.3,10,24.3,0
25.374444,91.785423,13.8,10,36.9,0
25.509782,91.858437,29.0,17,54.2,0
25.358003,91.777186,22.2,9,50.4,0
25.285484,91.739092,10.9,10,12.6,0
25.445742,91.825657,29.2,15,23.9,0
25.349892,91.772492,2.3,13,32.1,0
25.312383,91.751574,27.6,15,24.3,0
25.495535,91.852681,3.9,14,48.2,0
25.272113,91.731983,97.1,19,98.2,1
25.35735,91.775487,34.0,10,79.7,0
25.380456,91.789648,19.3,8,49.2,0
25.317841,91.754105,26.8,16,24.4,0
25.361517,91.777921,32.4,16,68.1,0
25.312459,91.751899,13.6,10,51.9,0
25.448571,91.827613,22.4,9,61.2,0
25.440966,91.822432,43.2,16,31.8,0
25.519615,91.862083,28.3,13,24.5,0
25.461364,91.833192,45.1,13,87.5,0
25.519181,91.86195,9.6,9,28.7,0
25.2879,91.740316,37.6,15,26.5,0
25.346058,91.770191,57.7,17,15.4,0
25.474695,91.842232,18.5,9,71.5,0
25.284885,91.738341,29.9,16,36.3,0
25.476891,91.842394,32.0,9,31.4,0
25.546842,91.874381,11.4,9,22.9,0
25.560137,91.880927,14.1,17,120.1,0
25.338771,91.766287,30.8,15,29.4,0
25.43367,91.819655,36.7,15,92.4,0
25.491505,91.851074,44.9,13,48.8,0
25.298224,91.730333,16.6,16,1458.5,1
25.303051,91.746097,23.4,16,78.8,0
25.530324,91.866702,21.1,16,59.2,0
25.513602,91.858759,11.7,8,70.5,0
25.499373,91.85307,8.7,10,70.2,0
25.576795,91.891879,28.1,17,37.3,0
25.542721,91.871807,7.0,11,15.2,0
25.486232,91.847701,11.6,15,20.1,0
25.437854,91.82141,29.6,8,37.0,0
25.357856,91.776351,17.2,11,23.0,0
25.384713,91.792668,21.5,11,113.0,0
25.566728,91.88587,9.3,15,29.3,0
25.423938,91.813002,28.1,15,28.9,0
25.30055,91.745939,24.1,15,19.5,0
25.555609,91.88018,60.0,15,69.8,0
25.285333,91.745217,1.7,22,641.3,1
25.546085,91.874291,15.7,14,57.9,0
25.516955,91.860808,19.8,15,2.7,0
25.516312,91.860395,9.7,10,13.4,0
25.394943,91.796737,33.7,13,44.1,0
25.343598,91.768455,12.7,13,20.5,0
25.408276,91.805085,1.9,8,47.4,0
25.363711,91.780313,27.5,9,46.1,0
25.505371,91.855969,19.6,9,18.5,0
25.295575,91.744218,15.3,15,72.0,0
25.292708,91.74224,38.3,9,2.1,0
25.567951,91.887637,10.9,8,68.5,0
25.407615,91.804176,13.9,14,5.3,0
25.320097,91.755818,113.0,0,20.3,1
25.306083,91.747498,24.1,11,75.0,0
25.537336,91.86847,12.2,10,48.0,0
25.401128,91.801614,40.6,11,96.0,0
25.57457,91.890582,5.4,7,32.6,0
25.306686,91.748723,10.3,8,21.8,0
25.323651,91.757504,22.7,11,7.8,0
25.286064,91.738897,41.6,9,33.7,0
25.33483,91.763941,14.0,8,14.3,0
25.523524,91.863677,17.3,8,27.7,0
25.560469,91.88259,10.2,13,19.2,0
25.567992,91.887103,13.7,16,15.3,0
25.368433,91.783433,23.9,9,94.4,0
25.566875,91.886508,12.9,9,23.0,0
25.297336,91.750531,6.9,14,632.4,1
25.555056,91.87904,28.4,14,6.9,0
25.423358,91.813423,21.1,9,43.4,0
25.285759,91.746229,1.8,2,724.5,1
25.399826,91.800779,15.1,12,85.2,0
25.511896,91.858761,4.5,14,0.3,0
25.483828,91.846714,40.1,12,13.9,0
25.310149,91.750028,10.2,13,5.4,0
25.574781,91.891017,6.8,17,3.3,0
25.341642,91.76756,28.4,14,1.9,0
25.550069,91.875981,80.6,12,10.8,1
25.295844,91.743635,57.9,11,0.5,0
25.316259,91.753997,10.0,15,50.6,0
25.327649,91.758901,18.7,11,88.0,0
25.368643,91.781849,19.3,13,71.0,0
25.321635,91.755925,28.3,17,52.4,0
25.373147,91.785379,16.8,15,29.0,0
25.444914,91.824463,22.1,16,47.6,0
25.368022,91.781688,11.9,8,53.2,0
25.31845,91.754354,18.4,14,33.1,0
25.435263,91.819882,101.2,21,28.4,1
25.535268,91.867443,4.5,8,68.7,0
25.520566,91.861481,35.9,9,77.1,0
25.279103,91.736895,5.8,15,81.1,0
25.321606,91.755628,11.8,10,79.7,0
25.465496,91.836186,26.8,10,19.5,0
25.276609,91.734906,23.7,6,6.9,0
25.324891,91.758535,12.0,14,25.5,0
25.283569,91.738481,10.4,15,38.0,0
25.420739,91.810344,21.3,8,114.6,0
25.402023,91.800212,16.0,11,88.7,0
25.320516,91.760813,0.9,4,483.7,1
25.327709,91.759523,9.1,14,30.7,0
25.362312,91.779316,18.8,15,24.7,0
25.370113,91.783458,34.0,11,6.0,0
25.303921,91.747509,23.2,15,24.8,0
25.356517,91.787002,25.8,13,1085.9,1
25.543417,91.871157,24.4,14,86.8,0
25.512519,91.85805,23.6,13,98.9,0
25.513249,91.860899,23.4,11,165.3,0
25.461685,91.834211,26.8,16,5.7,0
25.402366,91.800706,13.0,10,59.2,0
25.406507,91.803738,26.0,16,12.0,0
25.357896,91.776288,25.1,10,31.2,0
25.341694,91.767496,19.8,10,10.8,0
25.525383,91.864412,38.9,13,26.8,0
25.343975,91.769578,15.3,11,68.4,0
25.390118,91.794722,22.0,12,20.6,0
25.508212,91.857822,16.0,16,55.5,0
25.567065,91.886445,12.7,8,6.1,0
25.402762,91.800357,18.4,9,114.6,0
25.309519,91.75043,23.7,13,65.6,0
25.509153,91.857887,28.3,9,23.3,0
25.5472,91.874068,135.6,22,27.6,1
25.325295,91.758939,28.1,10,43.0,0
25.549916,91.87597,25.1,14,3.0,0
25.566139,91.885746,51.6,15,7.2,0
25.54745,91.875298,36.3,11,75.1,0
25.337401,91.76527,12.7,11,4.6,0
25.525353,91.864148,30.1,8,0.7,0
25.455068,91.831401,25.4,13,78.6,0
25.515504,91.860257,21.4,9,5.8,0
25.38086,91.789317,24.1,10,4.8,0
25.323876,91.758926,21.8,16,118.5,0
25.442384,91.823393,21.0,11,15.0,0
25.356383,91.776073,45.2,7,29.6,0
25.558498,91.88212,49.8,12,88.0,0
25.448621,91.827323,18.5,13,30.3,0
25.55243,91.877133,8.7,15,37.2,0
25.551333,91.876493,31.5,14,34.9,0
25.516431,91.860315,26.2,6,26.6,0
25.292879,91.741505,36.2,9,80.2,0
25.395845,91.797963,20.4,17,26.4,0
25.328792,91.760868,14.6,14,41.6,0
25.542629,91.870418,10.6,11,111.7,0
25.412485,91.806391,60.0,9,53.0,0
25.49988,91.853708,5.1,14,25.2,0
25.374403,91.785933,17.2,14,14.9,0
25.367275,91.781893,12.8,7,7.2,0
25.311326,91.749988,38.2,17,72.8,0
25.440172,91.821447,18.1,14,84.7,0
25.488687,91.849431,14.3,9,15.6,0
25.394984,91.796975,42.7,14,23.3,0
25.376856,91.788107,27.2,13,93.9,0
25.413496,91.807741,39.1,14,23.7,0
25.461564,91.834364,23.7,11,15.8,0
25.315718,91.752976,60.0,15,19.5,0
25.387258,91.792697,13.4,10,21.8,0
25.444864,91.824356,31.8,14,55.3,0
25.403911,91.801557,17.7,15,60.0,0
25.506092,91.856216,23.4,9,22.8,0
25.312973,91.752005,12.4,11,34.4,0
25.323215,91.75655,15.7,16,77.0,0
25.342853,91.768682,112.7,23,41.9,1
25.447161,91.826748,26.7,10,53.3,0
25.352638,91.773443,21.2,16,23.8,0
25.425414,91.813712,5.5,9,39.6,0
25.338616,91.765953,9.5,10,5.3,0
25.571828,91.88925,16.1,13,1.4,0
25.371918,91.784576,24.3,10,17.2,0
25.305154,91.74821,20.5,7,39.7,0
25.501162,91.853983,25.5,8,49.8,0
25.332211,91.762572,12.6,16,22.6,0
25.371424,91.78409,32.5,14,3.4,0
25.565312,91.885911,17.6,12,56.2,0
25.485719,91.847741,25.2,14,11.6,0
25.415203,91.807659,33.8,18,76.6,0
25.379997,91.789686,11.9,17,77.8,0
25.444307,91.82532,10.6,10,68.6,0
25.370374,91.783128,29.4,9,40.2,0
25.563902,91.88458,15.1,11,10.7,0
25.410414,91.805051,8.4,13,71.5,0
25.480611,91.844862,30.6,13,7.6,0
25.449094,91.827277,9.2,15,0.3,0
25.558402,91.880568,23.0,10,54.3,0
25.46117,91.834683,8.0,14,68.1,0
25.404237,91.803116,16.5,11,74.2,0
25.359868,91.778286,35.9,13,56.6,0
25.320592,91.76159,1.2,4,555.2,1
25.31902,91.75488,14.1,17,12.8,0
25.281972,91.738016,92.1,1,63.8,1
25.296023,91.743469,38.2,7,24.5,0
25.465813,91.836044,40.6,15,50.5,0
25.377704,91.787797,42.7,15,17.9,0
25.443541,91.82365,9.4,6,52.5,0
25.513565,91.859575,20.6,8,15.4,0
25.416966,91.808967,49.8,8,44.6,0
25.577041,91.892657,8.9,15,22.7,0
25.479501,91.843883,32.3,10,27.6,0
25.357663,91.776812,19.1,12,32.3,0
25.400383,91.801382,21.5,10,113.7,0
25.408312,91.804682,8.2,14,6.2,0
25.384429,91.791825,5.3,10,46.2,0
25.559392,91.88129,17.8,16,42.6,0
25.535051,91.86837,35.5,9,36.1,0
25.284365,91.743483,0.3,4,509.4,1
25.413012,91.807447,18.0,9,21.2,0
25.330993,91.761955,22.5,14,28.5,0
25.477179,91.843385,33.8,17,49.3,0
25.285327,91.739125,42.4,8,23.1,0
25.344842,91.769833,33.8,8,46.4,0
25.446963,91.825874,19.4,14,21.0,0
25.322931,91.756423,27.6,15,74.1,0
25.449468,91.827039,7.3,12,43.2,0
25.473836,91.841852,10.1,8,80.9,0
25.413957,91.807732,29.7,8,2.2,0
25.27598,91.734421,35.1,14,27.4,0
25.501085,91.853684,7.6,9,77.5,0
25.578705,91.892893,59.6,11,79.3,0
25.318798,91.754546,20.5,15,33.2,0
25.382045,91.790263,36.8,16,23.1,0
25.393116,91.7959,45.2,10,26.8,0
25.296228,91.74367,11.8,16,13.4,0
25.300807,91.746083,20.6,13,22.3,0
25.358974,91.777197,16.3,9,1.1,0
25.32759,91.759375,17.3,13,38.7,0
25.397077,91.798282,21.5,11,9.1,0
25.56305,91.884487,60.0,17,51.1,0
25.282004,91.737372,19.7,16,3.1,0
25.512906,91.858621,113.1,13,56.0,1
25.510752,91.857631,18.7,12,69.3,0
25.398444,91.799585,8.6,15,43.8,0
25.325318,91.758402,11.8,10,10.5,0
25.486018,91.847281,12.0,8,49.3,0
25.269502,91.731758,25.2,12,61.6,0
25.274651,91.734043,25.2,12,5.1,0
25.33276,91.762099,31.3,9,53.1,0
25.415553,91.809169,7.4,12,51.4,0
25.32819,91.760032,20.1,15,7.2,0
25.334996,91.764059,21.3,13,16.8,0
25.515943,91.860666,13.6,13,29.9,0
25.465052,91.836114,12.1,8,2.5,0
25.546984,91.874058,17.2,16,16.1,0
25.338683,91.766224,60.0,15,28.1,0
25.377713,91.786917,17.6,10,68.3,0
25.34604,91.769629,12.4,15,38.3,0
25.49518,91.851633,13.7,10,45.4,0
25.499958,91.853467,20.5,9,53.4,0
25.464598,91.835734,8.3,14,15.0,0
25.429144,91.815771,18.8,10,40.9,0
25.378549,91.788658,34.4,11,56.0,0
25.486374,91.848238,15.1,13,24.5,0
25.449623,91.828095,15.1,10,51.2,0
25.38181,91.789377,21.0,15,50.3,0
25.564706,91.884798,15.0,17,14.8,0
25.457827,91.83084,6.3,7,125.2,0
25.567117,91.886256,60.0,13,15.0,0
25.310132,91.750626,22.8,16,53.8,0
25.446562,91.825767,17.3,14,9.8,0
25.301592,91.737406,0.2,0,894.4,1
25.311229,91.751219,13.3,14,52.1,0
25.278401,91.735392,24.9,16,39.5,0
25.46598,91.836379,14.4,16,26.9,0
25.49366,91.851355,3.9,12,11.3,0
25.461377,91.834098,52.7,10,0.0,0
25.576367,91.892046,7.2,16,3.2,0
25.428151,91.814588,11.7,18,102.3,0
25.447838,91.826761,26.1,15,17.9,0
25.288637,91.738938,36.9,16,147.1,0
25.37483,91.785695,19.9,8,31.3,0
25.295046,91.7427,54.2,7,57.9,0
25.564288,91.884798,12.1,13,9.2,0
25.425956,91.814763,41.5,15,33.4,0
25.345879,91.769341,21.6,9,57.5,0
25.475993,91.842431,56.9,16,20.7,0
25.297029,91.7445,26.6,16,34.2,0
25.351345,91.773505,42.4,14,52.1,0
25.337201,91.764638,14.5,11,46.1,0
25.43555,91.81938,44.7,9,36.1,0
25.387272,91.792581,33.6,16,33.8,0
25.374332,91.785738,2.3,8,0.2,0
25.349916,91.771827,22.7,8,33.9,0
25.388215,91.793465,33.1,13,1.2,0
25.38906,91.794093,22.3,9,16.6,0
25.321806,91.756361,21.0,11,19.2,0
25.323238,91.757963,20.1,8,59.2,0
25.45115,91.828841,49.3,11,41.3,0
25.527327,91.8655,17.2,12,58.8,0
25.426712,91.815826,32.7,10,95.9,0
25.472099,91.839569,32.4,15,47.3,0
25.44783,91.829967,19.1,10,330.3,1
25.403186,91.802077,52.9,13,29.9,0
25.436673,91.820591,22.5,10,21.1,0
25.281022,91.73742,15.2,10,46.7,0
25.578387,91.882531,3.9,3,1019.3,1
25.336911,91.765596,6.8,17,62.8,0
25.309793,91.750136,16.1,14,23.3,0
25.323299,91.758932,9.9,12,150.2,0
25.560225,91.882702,27.4,13,43.9,0
25.402809,91.801704,28.1,10,13.9,0
25.520713,91.861252,15.7,17,106.8,0
25.426629,91.815237,30.5,15,43.1,0
25.300135,91.746853,37.3,10,131.2,0
25.514821,91.859046,21.3,10,91.2,0
25.295668,91.743769,29.1,9,22.2,0
25.447751,91.826906,36.9,6,36.8,0
25.3258,91.758743,14.4,15,3.4,0
25.283769,91.743316,2.0,0,519.7,1
25.289869,91.74166,21.3,16,73.0,0
25.465383,91.836262,17.4,9,6.0,0
25.348033,91.771205,23.7,9,7.4,0
25.463145,91.834612,19.3,11,45.6,0
25.439198,91.821285,25.3,9,47.8,0
25.444172,91.824928,42.0,15,37.7,0
25.396943,91.798337,14.3,16,3.4,0
25.448058,91.826211,6.9,14,47.4,0
25.400689,91.799866,8.6,9,50.3,0
25.272045,91.732691,26.7,16,23.3,0
25.453446,91.829731,60.0,17,3.8,0
25.355462,91.775178,18.9,16,7.7,0
25.30786,91.749293,19.4,13,26.0,0
25.53359,91.868055,34.4,10,64.0,0
25.376187,91.787159,6.2,15,37.8,0
25.349185,91.771751,54.7,12,1.8,0
25.322958,91.756738,23.5,14,44.9,0
25.273942,91.733509,10.3,13,26.9,0
25.504821,91.856231,30.1,14,31.3,0
25.380583,91.789437,15.5,15,21.8,0
25.545786,91.874891,19.8,12,132.2,0
25.566545,91.885921,6.6,7,13.9,0
25.438661,91.821802,39.9,10,31.5,0
25.512609,91.859705,30.5,17,68.4,0
25.565218,91.884743,32.3,14,49.6,0
25.39808,91.798917,12.8,12,1.6,0
25.326071,91.758997,17.7,18,6.7,0
25.512759,91.858536,33.4,16,58.6,0
25.489571,91.850745,33.8,14,95.7,0
25.513115,91.859169,22.0,14,7.9,0
25.439175,91.822079,8.6,14,30.7,0
25.323782,91.758049,14.5,8,38.2,0
25.455462,91.831219,21.5,8,39.6,0
25.442129,91.823897,33.0,9,47.9,0
25.446535,91.824784,36.8,8,104.0,0
25.31836,91.753859,18.3,7,76.4,0
25.42326,91.813457,18.1,8,52.1,0
25.468095,91.837397,17.5,8,42.2,0
25.556806,91.880236,2.1,9,6.1,0
25.366603,91.781307,21.0,10,13.6,0
25.359008,91.776958,32.7,17,26.2,0
25.403273,91.801789,21.3,12,2.8,0
25.570195,91.888034,15.7,10,23.1,0
25.427188,91.81606,11.3,13,93.0,0
25.386453,91.790844,21.2,11,158.6,0
25.284386,91.738221,22.5,9,25.6,0
25.382937,91.790874,9.0,8,34.4,0
25.474698,91.84199,25.4,8,47.8,0
25.333492,91.762919,13.7,9,12.8,0
25.488327,91.848622,9.0,9,43.6,0
25.351492,91.772653,16.5,16,38.8,0
25.433488,91.818777,33.3,8,16.8,0
25.478949,91.843781,18.6,11,7.8,0
25.498979,91.853764,19.3,15,17.9,0
25.451113,91.82909,24.1,14,67.6,0
25.398366,91.798244,7.9,13,82.5,0
25.40491,91.802074,17.3,14,63.7,0
25.378299,91.787413,20.0,7,300.0,1
25.352904,91.774219,28.2,10,37.4,0
25.568825,91.887414,24.6,14,3.1,0
25.430107,91.816687,17.5,16,3.8,0
25.393439,91.797143,9.5,9,76.7,0
25.443806,91.824047,42.1,7,28.2,0
25.339864,91.767457,12.8,17,84.2,0
25.318984,91.754567,27.4,8,41.3,0
25.383624,91.791113,31.4,15,20.6,0
25.42544,91.814039,6.8,11,9.1,0
25.338397,91.765283,27.9,16,47.9,0
25.404215,91.8021,25.1,13,23.5,0
25.383498,91.793825,10.4,8,300.0,1
25.550339,91.876088,13.4,9,16.2,0
25.309918,91.750738,48.8,10,76.2,0
25.528482,91.866034,31.4,16,66.3,0
25.473719,91.84054,39.2,9,40.4,0
25.324998,91.758401,12.5,10,6.7,0
25.510617,91.858159,19.6,12,9.0,0
25.532524,91.866354,30.8,9,67.8,0
25.500556,91.853947,17.7,15,28.5,0
25.316094,91.751649,9.1,14,168.9,0
25.567623,91.886766,5.7,16,4.4,0
25.424882,91.813325,18.0,14,48.5,0
25.467924,91.837368,13.9,11,35.7,0
25.527143,91.864413,22.7,14,46.0,0
25.548189,91.875483,16.5,13,50.1,0
25.276733,91.735072,7.6,11,4.3,0
25.293386,91.741183,34.0,14,136.2,0
25.424338,91.813759,27.1,16,23.1,0
25.424415,91.813909,133.6,15,33.6,1
25.375933,91.786367,24.3,9,25.5,0
25.419432,91.810485,60.0,16,30.2,0
25.506022,91.85661,38.4,8,20.8,0
25.301865,91.736702,1.5,23,978.3,1
25.279488,91.736558,17.7,17,29.2,0
25.298641,91.744954,22.5,13,6.6,0
25.571077,91.88839,12.7,14,40.0,0
25.409336,91.804614,15.0,9,55.7,0
25.516867,91.860224,45.8,10,54.0,0
25.357419,91.776304,23.7,8,3.9,0
25.559572,91.880873,11.8,14,92.7,0
25.480403,91.845986,21.5,14,128.2,0
25.41966,91.810736,25.6,13,18.1,0
25.416875,91.809883,29.2,16,49.5,0
25.553165,91.878131,6.5,12,15.5,0
25.294834,91.742672,11.6,15,51.0,0
25.569765,91.889781,21.3,9,168.1,0
25.330491,91.761261,10.3,13,12.0,0
